time,distx,disty,angle,speedx,speedy,odx,ody,oda,prx,pry,pra,patx,paty,pata
0.825704,16.8861,16.8861,-0,59.9719,59.9719,0.314159,0,-0,59.9719,0,-0,16.8861,90,0
0.831195,17.3573,17.3573,-0,61.0097,61.0097,0.471239,0,-0,61.0097,0,-0,17.3573,90,0
0.836724,17.6715,17.6715,-0,61.0097,61.0097,0.314159,0,-0,61.0097,0,-0,17.6715,90,0
0.842259,18.0642,18.0642,-0,61.0097,61.0097,0.392699,0,-0,61.0097,0,-0,18.0642,90,0
0.847736,18.2998,18.2998,-0,61.0097,61.0097,0.235619,0,-0,61.0097,0,-0,18.2998,90,0
0.853752,18.6925,18.6925,-0,61.0097,61.0097,0.392699,0,-0,61.0097,0,-0,18.6925,90,0
0.859289,19.0852,19.0852,-0,62.4396,62.4396,0.392699,0,-0,62.4396,0,-0,19.0852,90,0
0.864788,19.4779,19.4779,-0,62.4396,62.4396,0.392699,0,-0,62.4396,0,-0,19.4779,90,0
0.870327,19.8706,19.8706,-0,62.4396,62.4396,0.392699,0,-0,62.4396,0,-0,19.8706,90,0
0.875831,20.1847,20.1847,-0,62.4396,62.4396,0.314159,0,-0,62.4396,0,-0,20.1847,90,0
0.881356,20.5774,20.5774,-0,64.4961,64.4961,0.392699,0,-0,64.4961,0,-0,20.5774,90,0
0.886872,21.0487,21.0487,-0,64.4961,64.4961,0.471239,0,-0,64.4961,0,-0,21.0487,90,0
0.892356,21.4414,21.4414,-0,64.4961,64.4961,0.392699,0,-0,64.4961,0,-0,21.4414,90,0
0.897892,21.7555,21.7555,-0,64.4961,64.4961,0.314159,0,-0,64.4961,0,-0,21.7555,90,0
0.903413,22.2268,22.2268,-0,64.4961,64.4961,0.471239,0,-0,64.4961,0,-0,22.2268,90,0
0.908975,22.6195,22.6195,-0,68.5705,68.5705,0.392699,0,-0,68.5705,0,-0,22.6195,90,0
0.914449,22.9336,22.9336,-0,68.5705,68.5705,0.314159,0,-0,68.5705,0,-0,22.9336,90,0
0.919931,23.4834,23.4834,-0,68.5705,68.5705,0.549779,0,-0,68.5705,0,-0,23.4834,90,0
0.925481,23.9546,23.9546,-0,68.5705,68.5705,0.471239,0,-0,68.5705,0,-0,23.9546,90,0
0.930997,24.2688,24.2688,-0,68.5705,68.5705,0.314159,0,-0,68.5705,0,-0,24.2688,90,0
0.936504,24.74,24.74,-0,71.6595,71.6595,0.471239,0,-0,71.6595,0,-0,24.74,90,0
0.942011,25.1327,25.2113,-0,71.6595,71.6595,0.431969,0,-0,71.6595,0,-0,25.172,90,0
0.9475,25.604,25.604,-0,71.6595,71.6595,0.431969,0,-0,71.6595,0,-0,25.604,90,0
0.953556,26.0752,26.0752,-0,71.6595,71.6595,0.471239,0,-0,71.6595,0,-0,26.0752,90,0
0.959557,26.5465,26.5465,-0,76.789,76.789,0.471239,0,-0,76.789,0,-0,26.5465,90,0
0.965093,27.0177,27.0177,-0,76.789,76.789,0.471239,0,-0,76.789,0,-0,27.0177,90,0
0.970615,27.4104,27.4104,-0,76.789,76.789,0.392699,0,-0,76.789,0,-0,27.4104,90,0
0.976079,27.9602,27.9602,-0,76.789,76.789,0.549779,0,-0,76.789,0,-0,27.9602,90,0
0.981618,28.4314,28.4314,-0,76.789,76.789,0.471239,0,-0,76.789,0,-0,28.4314,90,0
0.987113,28.9027,28.9027,-0,79.9012,79.9012,0.471239,0,-0,79.9012,0,-0,28.9027,90,0
0.992636,29.2954,29.2954,-0,79.9012,79.9012,0.392699,0,-0,79.9012,0,-0,29.2954,90,0
0.998177,29.8451,29.8451,-0,79.9012,79.9012,0.549779,0,-0,79.9012,0,-0,29.8451,90,0
1.00367,30.3164,30.3164,-0,79.9012,79.9012,0.471239,0,-0,79.9012,0,-0,30.3164,90,0
1.00917,30.7091,30.7091,-0,82.9787,82.9787,0.392699,0,-0,82.9787,0,-0,30.7091,90,0
1.01471,31.2588,31.2588,-0,82.9787,82.9787,0.549779,0,-0,82.9787,0,-0,31.2588,90,0
1.02024,31.6515,31.6515,-0,82.9787,82.9787,0.392699,0,-0,82.9787,0,-0,31.6515,90,0
1.02574,32.1228,32.1228,-0,82.9787,82.9787,0.471239,0,-0,82.9787,0,-0,32.1228,90,0
1.03123,32.6726,32.6726,-0,82.9787,82.9787,0.549779,0,-0,82.9787,0,-0,32.6726,90,0
1.03678,32.9867,32.9867,-0,83.9899,83.9899,0.314159,0,-0,83.9899,0,-0,32.9867,90,0
1.04225,33.458,33.458,-0,83.9899,83.9899,0.471239,0,-0,83.9899,0,-0,33.458,90,0
1.04779,33.9292,33.9292,-0,83.9899,83.9899,0.471239,0,-0,83.9899,0,-0,33.9292,90,0
1.05329,34.479,34.479,-0,83.9899,83.9899,0.549779,0,-0,83.9899,0,-0,34.479,90,0
1.0588,34.8717,34.8717,-0,83.9899,83.9899,0.392699,0,-0,83.9899,0,-0,34.8717,90,0
1.06436,35.4215,35.4215,-0,83.9998,83.9998,0.549779,0,-0,83.9998,0,-0,35.4215,90,0
1.06986,35.8142,35.8142,-0,83.9998,83.9998,0.392699,0,-0,83.9998,0,-0,35.8142,90,0
1.07535,36.3639,36.3639,-0,83.9998,83.9998,0.549779,0,-0,83.9998,0,-0,36.3639,90,0
1.08088,36.6781,36.6781,-0,83.9998,83.9998,0.314159,0,-0,83.9998,0,-0,36.6781,90,0
1.0864,37.2279,37.2279,-0,84.4011,84.4011,0.549779,0,-0,84.4011,0,-0,37.2279,90,0
1.09189,37.6991,37.6991,-0,84.4011,84.4011,0.471239,0,-0,84.4011,0,-0,37.6991,90,0
1.09743,38.0918,38.0918,-0,84.4011,84.4011,0.392699,0,-0,84.4011,0,-0,38.0918,90,0
1.10296,38.563,38.563,-0,84.4011,84.4011,0.471239,0,-0,84.4011,0,-0,38.563,90,0
1.10846,39.0343,39.0343,-0,84.4011,84.4011,0.471239,0,-0,84.4011,0,-0,39.0343,90,0
1.11399,39.427,39.427,-0,82.3738,82.3738,0.392699,0,-0,82.3738,0,-0,39.427,90,0
1.11946,39.9768,39.9768,-0,82.3738,82.3738,0.549779,0,-0,82.3738,0,-0,39.9768,90,0
1.1255,40.448,40.448,-0,82.3738,82.3738,0.471239,0,-0,82.3738,0,-0,40.448,90,0
1.13102,40.8407,40.8407,-0,82.3738,82.3738,0.392699,0,-0,82.3738,0,-0,40.8407,90,0
1.13655,41.2334,41.2334,-0,82.3738,82.3738,0.392699,0,-0,82.3738,0,-0,41.2334,90,0
1.14204,41.7832,41.7832,-0,82.4058,82.4058,0.549779,0,-0,82.4058,0,-0,41.7832,90,0
1.14753,42.2544,42.2544,-0,82.4058,82.4058,0.471239,0,-0,82.4058,0,-0,42.2544,90,0
1.1531,42.7257,42.7257,-0,82.4058,82.4058,0.471239,0,-0,82.4058,0,-0,42.7257,90,0
1.15863,43.1184,43.1184,-0,82.4058,82.4058,0.392699,0,-0,82.4058,0,-0,43.1184,90,0
1.16414,43.5896,43.5896,-0,81.8763,81.8763,0.471239,0,-0,81.8763,0,-0,43.5896,90,0
1.1696,43.9823,43.9823,-0,81.8763,81.8763,0.392699,0,-0,81.8763,0,-0,43.9823,90,0
1.17511,44.5321,44.5321,-0,81.8763,81.8763,0.549779,0,-0,81.8763,0,-0,44.5321,90,0
1.18062,44.8462,44.8462,-0,81.8763,81.8763,0.314159,0,-0,81.8763,0,-0,44.8462,90,0
1.18614,45.396,45.396,-0,81.8763,81.8763,0.549779,0,-0,81.8763,0,-0,45.396,90,0
1.19167,45.7102,45.7102,-0,82.9354,82.9354,0.314159,0,-0,82.9354,0,-0,45.7102,90,0
1.19723,46.1814,46.1814,-0,82.9354,82.9354,0.471239,0,-0,82.9354,0,-0,46.1814,90,0
1.20268,46.7312,46.7312,-0,82.9354,82.9354,0.549779,0,-0,82.9354,0,-0,46.7312,90,0
1.20819,47.1239,47.1239,-0,82.9354,82.9354,0.392699,0,-0,82.9354,0,-0,47.1239,90,0
1.21371,47.5951,47.5951,-0,82.9354,82.9354,0.471239,0,-0,82.9354,0,-0,47.5951,90,0
1.21923,47.9878,47.9878,-0,80.8602,80.8602,0.392699,0,-0,80.8602,0,-0,47.9878,90,0
1.22474,48.4591,48.4591,-0,80.8602,80.8602,0.471239,0,-0,80.8602,0,-0,48.4591,90,0
1.23025,48.9303,48.9303,-0,80.8602,80.8602,0.471239,0,-0,80.8602,0,-0,48.9303,90,0
1.23577,49.323,49.323,-0,80.8602,80.8602,0.392699,0,-0,80.8602,0,-0,49.323,90,0
1.24128,49.7942,49.7942,-0,79.9116,79.9116,0.471239,0,-0,79.9116,0,-0,49.7942,90,0
1.2468,50.2655,50.2655,-0,79.9116,79.9116,0.471239,0,-0,79.9116,0,-0,50.2655,90,0
1.25234,50.7367,50.7367,-0,79.9116,79.9116,0.471239,0,-0,79.9116,0,-0,50.7367,90,0
1.25786,51.1294,51.1294,-0,79.9116,79.9116,0.392699,0,-0,79.9116,0,-0,51.1294,90,0
1.2634,51.6792,51.6792,-0,79.9116,79.9116,0.549779,0,-0,79.9116,0,-0,51.6792,90,0
1.26892,51.9934,51.9934,-0,79.8065,79.8065,0.314159,0,-0,79.8065,0,-0,51.9934,90,0
1.27445,52.5431,52.5431,-0,79.8065,79.8065,0.549779,0,-0,79.8065,0,-0,52.5431,90,0
1.27994,52.8573,52.8573,-0,79.8065,79.8065,0.314159,0,-0,79.8065,0,-0,52.8573,90,0
1.28547,53.3285,53.3285,-0,79.8065,79.8065,0.471239,0,-0,79.8065,0,-0,53.3285,90,0
1.291,53.7998,53.7998,-0,79.8065,79.8065,0.471239,0,-0,79.8065,0,-0,53.7998,90,0
1.29646,54.1925,54.1925,-0,81.8389,81.8389,0.392699,0,-0,81.8389,0,-0,54.1925,90,0
1.30201,54.7423,54.7423,-0,81.8389,81.8389,0.549779,0,-0,81.8389,0,-0,54.7423,90,0
1.30752,55.2135,55.2135,-0,81.8389,81.8389,0.471239,0,-0,81.8389,0,-0,55.2135,90,0
1.31307,55.6847,55.6847,-0,81.8389,81.8389,0.471239,0,-0,81.8389,0,-0,55.6847,90,0
1.31852,56.0774,56.0774,-0,81.9072,81.9072,0.392699,0,-0,81.9072,0,-0,56.0774,90,0
1.32408,56.5487,56.5487,-0,81.9072,81.9072,0.471239,0,-0,81.9072,0,-0,56.5487,90,0
1.3296,57.0199,57.0199,-0,81.9072,81.9072,0.471239,0,-0,81.9072,0,-0,57.0199,90,0
1.33509,57.4126,57.4126,-0,81.9072,81.9072,0.392699,0,-0,81.9072,0,-0,57.4126,90,0
1.34065,57.8838,57.8838,-0,81.9072,81.9072,0.471239,0,-0,81.9072,0,-0,57.8838,90,0
1.34609,58.2765,58.2765,-0,81.9671,81.9671,0.392699,0,-0,81.9671,0,-0,58.2765,90,0
1.35164,58.7478,58.7478,-0,81.9671,81.9671,0.471239,0,-0,81.9671,0,-0,58.7478,90,0
1.35717,59.1405,59.1405,-0,81.9671,81.9671,0.392699,0,-0,81.9671,0,-0,59.1405,90,0
1.36266,59.6117,59.6117,-0,81.9671,81.9671,0.471239,0,-0,81.9671,0,-0,59.6117,90,0
1.36821,60.1615,60.1615,-0,79.9075,79.9075,0.549779,0,-0,79.9075,0,-0,60.1615,90,0
1.37367,60.5542,60.5542,-0,79.9075,79.9075,0.392699,0,-0,79.9075,0,-0,60.5542,90,0
1.37922,61.0254,61.0254,-0,79.9075,79.9075,0.471239,0,-0,79.9075,0,-0,61.0254,90,0
1.38473,61.4181,61.4181,-0,79.9075,79.9075,0.392699,0,-0,79.9075,0,-0,61.4181,90,0
1.39029,61.8894,61.8894,-0,79.9075,79.9075,0.471239,0,-0,79.9075,0,-0,61.8894,90,0
1.39575,62.3606,62.3606,-0,80.8613,80.8613,0.471239,0,-0,80.8613,0,-0,62.3606,90,0
1.40124,62.8319,62.8319,-0,80.8613,80.8613,0.471239,0,-0,80.8613,0,-0,62.8319,90,0
1.40679,63.3031,63.3031,-0,80.8613,80.8613,0.471239,0,-0,80.8613,0,-0,63.3031,90,0
1.4123,63.6173,63.6173,-0,80.8613,80.8613,0.314159,0,-0,80.8613,0,-0,63.6173,90,0
1.41781,64.0885,64.0885,-0,80.8613,80.8613,0.471239,0,-0,80.8613,0,-0,64.0885,90,0
1.42383,64.6383,64.6383,-0,80.8381,80.8381,0.549779,0,-0,80.8381,0,-0,64.6383,90,0
1.42931,65.1095,65.1095,-0,80.8381,80.8381,0.471239,0,-0,80.8381,0,-0,65.1095,90,0
1.43486,65.4237,65.4237,-0,80.8381,80.8381,0.314159,0,-0,80.8381,0,-0,65.4237,90,0
1.44037,65.8949,65.8949,-0,80.8381,80.8381,0.471239,0,-0,80.8381,0,-0,65.8949,90,0
1.44589,66.3661,66.3661,-0,81.8773,81.8773,0.471239,0,-0,81.8773,0,-0,66.3661,90,0
1.4514,66.7588,66.7588,-0,81.8773,81.8773,0.392699,0,-0,81.8773,0,-0,66.7588,90,0
1.45689,67.2301,67.2301,-0,81.8773,81.8773,0.471239,0,-0,81.8773,0,-0,67.2301,90,0
1.46294,67.7013,67.7013,-0,81.8773,81.8773,0.471239,0,-0,81.8773,0,-0,67.7013,90,0
1.46844,68.1726,68.1726,-0,81.8773,81.8773,0.471239,0,-0,81.8773,0,-0,68.1726,90,0
1.47396,68.6438,68.6438,-0,80.9235,80.9235,0.471239,0,-0,80.9235,0,-0,68.6438,90,0
1.47945,69.0365,69.0365,-0,80.9235,80.9235,0.392699,0,-0,80.9235,0,-0,69.0365,90,0
1.48496,69.5077,69.5077,-0,80.9235,80.9235,0.471239,0,-0,80.9235,0,-0,69.5077,90,0
1.49048,69.9004,69.9004,-0,80.9235,80.9235,0.392699,0,-0,80.9235,0,-0,69.9004,90,0
1.49599,70.3717,70.3717,-0,79.9273,79.9273,0.471239,0,-0,79.9273,0,-0,70.3717,90,0
1.50151,70.8429,70.8429,-0,79.9273,79.9273,0.471239,0,-0,79.9273,0,-0,70.8429,90,0
1.50705,71.3142,71.3142,-0,79.9273,79.9273,0.471239,0,-0,79.9273,0,-0,71.3142,90,0
1.51253,71.7069,71.7069,-0,79.9273,79.9273,0.392699,0,-0,79.9273,0,-0,71.7069,90,0
1.51805,72.0996,72.0996,-0,79.9273,79.9273,0.392699,0,-0,79.9273,0,-0,72.0996,90,0
1.52414,72.5708,72.5708,-0,78.8655,78.8655,0.471239,0,-0,78.8655,0,-0,72.5708,90,0
1.53015,73.042,73.042,-0,78.8655,78.8655,0.471239,0,-0,78.8655,0,-0,73.042,90,0
1.53572,73.5918,73.5918,-0,78.8655,78.8655,0.549779,0,-0,78.8655,0,-0,73.5918,90,0
1.54114,73.9845,73.9845,-0,78.8655,78.8655,0.392699,0,-0,78.8655,0,-0,73.9845,90,0
