time,distx,disty,angle,speedx,speedy,odx,ody,oda,prx,pry,pra,patx,paty,pata
1.54669,74.2987,74.2987,-0,77.7581,77.7581,0.314159,0,-0,77.7581,0,-0,74.2987,90,0
1.55221,74.7699,74.7699,-0,77.7581,77.7581,0.471239,0,-0,77.7581,0,-0,74.7699,90,0
1.55772,75.3197,75.3197,-0,77.7581,77.7581,0.549779,0,-0,77.7581,0,-0,75.3197,90,0
1.56323,75.7909,75.7909,-0,77.7581,77.7581,0.471239,0,-0,77.7581,0,-0,75.7909,90,0
1.56921,76.2622,76.2622,-0,77.7581,77.7581,0.471239,0,-0,77.7581,0,-0,76.2622,90,0
1.57478,76.7334,76.7334,-0,79.8387,79.8387,0.471239,0,-0,79.8387,0,-0,76.7334,90,0
1.58028,77.0476,77.0476,-0,79.8387,79.8387,0.314159,0,-0,79.8387,0,-0,77.0476,90,0
1.58632,77.5188,77.5188,-0,79.8387,79.8387,0.471239,0,-0,79.8387,0,-0,77.5188,90,0
1.59181,77.9115,77.9115,-0,79.8387,79.8387,0.392699,0,-0,79.8387,0,-0,77.9115,90,0
1.59729,78.4613,78.4613,-0,79.8387,79.8387,0.549779,0,-0,79.8387,0,-0,78.4613,90,0
1.60285,78.854,78.854,-0,79.8793,79.8793,0.392699,0,-0,79.8793,0,-0,78.854,90,0
1.60838,79.2467,79.2467,-0,79.8793,79.8793,0.392699,0,-0,79.8793,0,-0,79.2467,90,0
1.61387,79.7179,79.7179,-0,79.8793,79.8793,0.471239,0,-0,79.8793,0,-0,79.7179,90,0
1.61939,80.1106,80.1106,-0,79.8793,79.8793,0.392699,0,-0,79.8793,0,-0,80.1106,90,0
1.62534,80.5819,80.7389,-0,80.9224,80.9224,0.549779,0,-0,80.9224,0,-0,80.6604,90,0
1.63092,81.1316,81.1316,-0,80.9224,80.9224,0.471239,0,-0,80.9224,0,-0,81.1316,90,0
1.63641,81.6029,81.6029,-0,80.9224,80.9224,0.471239,0,-0,80.9224,0,-0,81.6029,90,0
1.64195,81.9956,81.9956,-0,80.9224,80.9224,0.392699,0,-0,80.9224,0,-0,81.9956,90,0
1.64792,82.4668,82.4668,-0,80.9224,80.9224,0.471239,0,-0,80.9224,0,-0,82.4668,90,0
1.65344,82.8595,82.938,-0,78.2917,78.2917,0.431969,0,-0,78.2917,0,-0,82.8988,90,0
1.65903,83.3307,83.3307,-0,78.2917,78.2917,0.431969,0,-0,78.2917,0,-0,83.3307,90,0
1.66451,83.8805,83.8805,-0,78.2917,78.2917,0.549779,0,-0,78.2917,0,-0,83.8805,90,0
1.67002,84.1947,84.1947,-0,78.2917,78.2917,0.314159,0,-0,78.2917,0,-0,84.1947,90,0
1.67603,84.6659,84.6659,-0,79.3106,79.3106,0.471239,0,-0,79.3106,0,-0,84.6659,90,0
1.68202,84.9015,84.9015,-0,79.3106,79.3106,0.235619,0,-0,79.3106,0,-0,84.9015,90,0
1.6876,85.1372,85.1372,-0,79.3106,79.3106,0.235619,0,-0,79.3106,0,-0,85.1372,90,0
1.69309,85.2942,85.2942,-0,79.3106,79.3106,0.15708,0,-0,79.3106,0,-0,85.2942,90,0
1.6986,85.4513,85.4513,-0,79.3106,79.3106,0.15708,0,-0,79.3106,0,-0,85.4513,90,0
1.70414,85.6869,85.6869,-0,65.0972,65.0972,0.235619,0,-0,65.0972,0,-0,85.6869,90,0
1.70959,85.844,85.844,-0,65.0972,65.0972,0.15708,0,-0,65.0972,0,-0,85.844,90,0
1.71567,86.0011,86.0011,-0,65.0972,65.0972,0.15708,0,-0,65.0972,0,-0,86.0011,90,0
1.72116,86.1582,86.1582,-0,65.0972,65.0972,0.15708,0,-0,65.0972,0,-0,86.1582,90,0
1.72667,86.3153,86.3153,-0,48.1406,48.1406,0.15708,0,-0,48.1406,0,-0,86.3153,90,0
1.73219,86.3938,86.3938,-0,48.1406,48.1406,0.0785398,0,-0,48.1406,0,-0,86.3938,90,0
1.73816,86.6294,86.6294,-0,48.1406,48.1406,0.235619,0,-0,48.1406,0,-0,86.6294,90,0
1.74425,86.7865,86.7865,-0,48.1406,48.1406,0.15708,0,-0,48.1406,0,-0,86.7865,90,0
1.75026,86.9436,86.9436,-0,48.1406,48.1406,0.15708,0,-0,48.1406,0,-0,86.9436,90,0
1.75575,87.1007,87.1007,-0,30.7188,30.7188,0.15708,0,-0,30.7188,0,-0,87.1007,90,0
1.76128,87.2577,87.2577,-0,30.7188,30.7188,0.15708,0,-0,30.7188,0,-0,87.2577,90,0
1.76674,87.4934,87.4934,-0,30.7188,30.7188,0.235619,0,-0,30.7188,0,-0,87.4934,90,0
1.77229,87.6504,87.6504,-0,30.7188,30.7188,0.15708,0,-0,30.7188,0,-0,87.6504,90,0
1.77781,87.729,87.729,-0,28.4764,28.4764,0.0785398,0,-0,28.4764,0,-0,87.729,90,0
1.78335,87.9646,87.9646,-0,28.4764,28.4764,0.235619,0,-0,28.4764,0,-0,87.9646,90,0
1.78884,88.1217,88.1217,-0,28.4764,28.4764,0.15708,0,-0,28.4764,0,-0,88.1217,90,0
1.79431,88.3573,88.3573,-0,28.4764,28.4764,0.235619,0,-0,28.4764,0,-0,88.3573,90,0
1.80037,88.5929,88.5929,-0,28.4764,28.4764,0.235619,0,-0,28.4764,0,-0,88.5929,90,0
1.80591,88.6715,88.6715,-0,31.5417,31.5417,0.0785398,0,-0,31.5417,0,-0,88.6715,90,0
1.8114,88.9071,88.9071,-0,31.5417,31.5417,0.235619,0,-0,31.5417,0,-0,88.9071,90,0
1.81691,89.0642,89.0642,-0,31.5417,31.5417,0.15708,0,-0,31.5417,0,-0,89.0642,90,0
1.82239,89.2998,89.2998,-0,31.5417,31.5417,0.235619,0,-0,31.5417,0,-0,89.2998,90,0
1.82844,89.4569,89.4569,-0,31.5417,31.5417,0.15708,0,-0,31.5417,0,-0,89.4569,90,0
1.83446,89.6925,89.6925,-0,32.563,32.563,0.235619,0,-0,32.563,0,-0,89.6925,90,0
1.83998,89.8495,89.8495,-0,32.563,32.563,0.15708,0,-0,32.563,0,-0,89.8495,90,0
1.84547,90.0852,90.0852,-0,32.563,32.563,0.235619,0,-0,32.563,0,-0,90.0852,90,0
1.85095,90.2422,90.2422,-0,32.563,32.563,0.15708,0,-0,32.563,0,-0,90.2422,90,0
1.85645,90.3993,90.3993,-0,34.6138,34.6138,0.15708,0,-0,34.6138,0,-0,90.3993,90,0
1.862,90.6349,90.6349,-0,34.6138,34.6138,0.235619,0,-0,34.6138,0,-0,90.6349,90,0
1.86752,90.792,90.792,-0,34.6138,34.6138,0.15708,0,-0,34.6138,0,-0,90.792,90,0
1.87303,91.0276,91.0276,-0,34.6138,34.6138,0.235619,0,-0,34.6138,0,-0,91.0276,90,0
1.87857,91.2633,91.2633,-0,34.6138,34.6138,0.235619,0,-0,34.6138,0,-0,91.2633,90,0
1.88402,91.4203,91.4203,-0,33.5819,33.5819,0.15708,0,-0,33.5819,0,-0,91.4203,90,0
1.88956,91.656,91.656,-0,33.5819,33.5819,0.235619,0,-0,33.5819,0,-0,91.656,90,0
1.89505,91.813,91.813,-0,33.5819,33.5819,0.15708,0,-0,33.5819,0,-0,91.813,90,0
1.90058,92.0487,92.0487,-0,33.5819,33.5819,0.235619,0,-0,33.5819,0,-0,92.0487,90,0
1.90609,92.2843,92.2843,-0,35.6227,35.6227,0.235619,0,-0,35.6227,0,-0,92.2843,90,0
1.9116,92.4414,92.4414,-0,35.6227,35.6227,0.15708,0,-0,35.6227,0,-0,92.4414,90,0
1.91764,92.677,92.677,-0,35.6227,35.6227,0.235619,0,-0,35.6227,0,-0,92.677,90,0
1.9237,92.9126,92.9126,-0,35.6227,35.6227,0.235619,0,-0,35.6227,0,-0,92.9126,90,0
1.92917,93.0697,93.0697,-0,35.6227,35.6227,0.15708,0,-0,35.6227,0,-0,93.0697,90,0
1.93467,93.3053,93.3053,-0,35.8391,35.8391,0.235619,0,-0,35.8391,0,-0,93.3053,90,0
1.94017,93.5409,93.5409,-0,35.8391,35.8391,0.235619,0,-0,35.8391,0,-0,93.5409,90,0
1.94574,93.698,93.698,-0,35.8391,35.8391,0.15708,0,-0,35.8391,0,-0,93.698,90,0
1.95173,93.9336,93.9336,-0,35.8391,35.8391,0.235619,0,-0,35.8391,0,-0,93.9336,90,0
1.95726,94.1692,94.1692,-0,36.8611,36.8611,0.235619,0,-0,36.8611,0,-0,94.1692,90,0
1.96275,94.3263,94.3263,-0,36.8611,36.8611,0.15708,0,-0,36.8611,0,-0,94.3263,90,0
1.96827,94.5619,94.5619,-0,36.8611,36.8611,0.235619,0,-0,36.8611,0,-0,94.5619,90,0
1.97379,94.7976,94.7976,-0,36.8611,36.8611,0.235619,0,-0,36.8611,0,-0,94.7976,90,0
1.9793,94.9546,94.9546,-0,36.8611,36.8611,0.15708,0,-0,36.8611,0,-0,94.9546,90,0
1.98482,95.1903,95.1903,-0,37.8796,37.8796,0.235619,0,-0,37.8796,0,-0,95.1903,90,0
1.99037,95.3473,95.3473,-0,37.8796,37.8796,0.15708,0,-0,37.8796,0,-0,95.3473,90,0
1.99584,95.583,95.583,-0,37.8796,37.8796,0.235619,0,-0,37.8796,0,-0,95.583,90,0
2.00135,95.74,95.74,-0,37.8796,37.8796,0.15708,0,-0,37.8796,0,-0,95.74,90,0
2.00689,95.9757,95.9757,-0,37.8796,37.8796,0.235619,0,-0,37.8796,0,-0,95.9757,90,0
2.01237,96.2113,96.2113,-0,37.8722,37.8722,0.235619,0,-0,37.8722,0,-0,96.2113,90,0
2.01794,96.4469,96.4469,-0,37.8722,37.8722,0.235619,0,-0,37.8722,0,-0,96.4469,90,0
2.02341,96.604,96.604,-0,37.8722,37.8722,0.15708,0,-0,37.8722,0,-0,96.604,90,0
2.02894,96.8396,96.8396,-0,37.8722,37.8722,0.235619,0,-0,37.8722,0,-0,96.8396,90,0
2.035,97.0752,97.0752,-0,38.8629,38.8629,0.235619,0,-0,38.8629,0,-0,97.0752,90,0
2.04047,97.3108,97.3108,-0,38.8629,38.8629,0.235619,0,-0,38.8629,0,-0,97.3108,90,0
2.04601,97.4679,97.4679,-0,38.8629,38.8629,0.15708,0,-0,38.8629,0,-0,97.4679,90,0
2.0515,97.7035,97.7035,-0,38.8629,38.8629,0.235619,0,-0,38.8629,0,-0,97.7035,90,0
2.05754,97.9392,97.9392,-0,38.8629,38.8629,0.235619,0,-0,38.8629,0,-0,97.9392,90,0
2.06301,98.0962,98.0962,-0,37.8776,37.8776,0.15708,0,-0,37.8776,0,-0,98.0962,90,0
2.06856,98.3318,98.3318,-0,37.8776,37.8776,0.235619,0,-0,37.8776,0,-0,98.3318,90,0
2.07458,98.5675,98.5675,-0,37.8776,37.8776,0.235619,0,-0,37.8776,0,-0,98.5675,90,0
2.08005,98.8031,98.8031,-0,37.8776,37.8776,0.235619,0,-0,37.8776,0,-0,98.8031,90,0
2.08559,99.0387,99.0387,-0,37.8841,37.8841,0.235619,0,-0,37.8841,0,-0,99.0387,90,0
2.09112,99.1958,99.1958,-0,37.8841,37.8841,0.15708,0,-0,37.8841,0,-0,99.1958,90,0
2.09662,99.3529,99.4314,-0,37.8841,37.8841,0.19635,0,-0,37.8841,0,-0,99.3921,90,0
2.10214,99.5885,99.5885,-0,37.8841,37.8841,0.19635,0,-0,37.8841,0,-0,99.5885,90,0
2.10765,99.8241,99.8241,-0,37.8841,37.8841,0.235619,0,-0,37.8841,0,-0,99.8241,90,0
2.11321,100.06,100.06,-0,37.9113,37.9113,0.235619,0,-0,37.9113,0,-0,100.06,90,0
2.11923,100.295,100.295,-0,37.9113,37.9113,0.235619,0,-0,37.9113,0,-0,100.295,90,0
2.12473,100.531,100.531,-0,37.9113,37.9113,0.235619,0,-0,37.9113,0,-0,100.531,90,0
2.13025,100.767,100.767,-0,37.9113,37.9113,0.235619,0,-0,37.9113,0,-0,100.767,90,0
2.13572,100.924,100.924,-0,37.9113,37.9113,0.15708,0,-0,37.9113,0,-0,100.924,90,0
2.14129,101.159,101.159,-0,38.6545,38.6545,0.235619,0,-0,38.6545,0,-0,101.159,90,0
2.14678,101.316,101.316,-0,38.6545,38.6545,0.15708,0,-0,38.6545,0,-0,101.316,90,0
2.1523,101.552,101.552,-0,38.6545,38.6545,0.235619,0,-0,38.6545,0,-0,101.552,90,0
2.15779,101.788,101.788,-0,38.6545,38.6545,0.235619,0,-0,38.6545,0,-0,101.788,90,0
2.1638,102.023,102.023,-0,38.669,38.669,0.235619,0,-0,38.669,0,-0,102.023,90,0
2.16936,102.259,102.259,-0,38.669,38.669,0.235619,0,-0,38.669,0,-0,102.259,90,0
2.17487,102.416,102.416,-0,38.669,38.669,0.15708,0,-0,38.669,0,-0,102.416,90,0
2.1804,102.652,102.652,-0,38.669,38.669,0.235619,0,-0,38.669,0,-0,102.652,90,0
2.18589,102.887,102.887,-0,38.669,38.669,0.235619,0,-0,38.669,0,-0,102.887,90,0
2.19137,103.044,103.044,-0,38.648,38.648,0.15708,0,-0,38.648,0,-0,103.044,90,0
2.19691,103.28,103.28,-0,38.648,38.648,0.235619,0,-0,38.648,0,-0,103.28,90,0
2.20244,103.515,103.515,-0,38.648,38.648,0.235619,0,-0,38.648,0,-0,103.515,90,0
2.20799,103.751,103.751,-0,38.648,38.648,0.235619,0,-0,38.648,0,-0,103.751,90,0
2.21346,103.908,103.908,-0,37.8831,37.8831,0.15708,0,-0,37.8831,0,-0,103.908,90,0
2.21892,104.222,104.222,-0,37.8831,37.8831,0.314159,0,-0,37.8831,0,-0,104.222,90,0
2.22451,104.379,104.379,-0,37.8831,37.8831,0.15708,0,-0,37.8831,0,-0,104.379,90,0
2.23002,104.615,104.615,-0,37.8831,37.8831,0.235619,0,-0,37.8831,0,-0,104.615,90,0
2.23552,104.772,104.772,-0,37.8831,37.8831,0.15708,0,-0,37.8831,0,-0,104.772,90,0
2.24104,105.008,105.008,-0,38.8781,38.8781,0.235619,0,-0,38.8781,0,-0,105.008,90,0
2.24651,105.322,105.322,-0,38.8781,38.8781,0.314159,0,-0,38.8781,0,-0,105.322,90,0
2.252,105.479,105.479,-0,38.8781,38.8781,0.15708,0,-0,38.8781,0,-0,105.479,90,0
2.2576,105.715,105.715,-0,38.8781,38.8781,0.235619,0,-0,38.8781,0,-0,105.715,90,0
2.2636,105.95,105.95,-0,38.8781,38.8781,0.235619,0,-0,38.8781,0,-0,105.95,90,0
2.26912,106.186,106.186,-0,38.9146,38.9146,0.235619,0,-0,38.9146,0,-0,106.186,90,0
2.2746,106.421,106.421,-0,38.9146,38.9146,0.235619,0,-0,38.9146,0,-0,106.421,90,0
2.28012,106.579,106.579,-0,38.9146,38.9146,0.15708,0,-0,38.9146,0,-0,106.579,90,0
2.28566,106.814,106.814,-0,38.9146,38.9146,0.235619,0,-0,38.9146,0,-0,106.814,90,0
2.29118,107.05,107.05,-0,39.8866,39.8866,0.235619,0,-0,39.8866,0,-0,107.05,90,0
2.29667,107.285,107.285,-0,39.8866,39.8866,0.235619,0,-0,39.8866,0,-0,107.285,90,0
2.30264,107.521,107.521,-0,39.8866,39.8866,0.235619,0,-0,39.8866,0,-0,107.521,90,0
2.30817,107.757,107.757,-0,39.8866,39.8866,0.235619,0,-0,39.8866,0,-0,107.757,90,0
2.31372,107.914,107.914,-0,39.8866,39.8866,0.15708,0,-0,39.8866,0,-0,107.914,90,0
2.31929,108.149,108.149,-0,39.9522,39.9522,0.235619,0,-0,39.9522,0,-0,108.149,90,0
2.32476,108.385,108.385,-0,39.9522,39.9522,0.235619,0,-0,39.9522,0,-0,108.385,90,0
2.33028,108.621,108.621,-0,39.9522,39.9522,0.235619,0,-0,39.9522,0,-0,108.621,90,0
2.33575,108.778,108.778,-0,39.9522,39.9522,0.15708,0,-0,39.9522,0,-0,108.778,90,0
2.34182,109.092,109.092,-0,40.6826,40.6826,0.314159,0,-0,40.6826,0,-0,109.092,90,0
2.34735,109.327,109.327,-0,40.6826,40.6826,0.235619,0,-0,40.6826,0,-0,109.327,90,0
2.35287,109.485,109.485,-0,40.6826,40.6826,0.15708,0,-0,40.6826,0,-0,109.485,90,0
2.35841,109.72,109.72,-0,40.6826,40.6826,0.235619,0,-0,40.6826,0,-0,109.72,90,0
2.36386,109.956,109.956,-0,40.6826,40.6826,0.235619,0,-0,40.6826,0,-0,109.956,90,0
2.36942,110.113,110.113,-0,39.4444,39.4444,0.15708,0,-0,39.4444,0,-0,110.113,90,0
2.37544,110.427,110.427,-0,39.4444,39.4444,0.314159,0,-0,39.4444,0,-0,110.427,90,0
2.38144,110.663,110.663,-0,39.4444,39.4444,0.235619,0,-0,39.4444,0,-0,110.663,90,0
2.38698,110.898,110.898,-0,39.4444,39.4444,0.235619,0,-0,39.4444,0,-0,110.898,90,0
2.39244,111.055,111.055,-0,39.4444,39.4444,0.15708,0,-0,39.4444,0,-0,111.055,90,0
2.398,111.291,111.291,-0,40.4126,40.4126,0.235619,0,-0,40.4126,0,-0,111.291,90,0
2.40351,111.527,111.527,-0,40.4126,40.4126,0.235619,0,-0,40.4126,0,-0,111.527,90,0
2.40902,111.762,111.762,-0,40.4126,40.4126,0.235619,0,-0,40.4126,0,-0,111.762,90,0
2.41453,111.919,111.919,-0,40.4126,40.4126,0.15708,0,-0,40.4126,0,-0,111.919,90,0
2.42001,112.155,112.155,-0,39.6743,39.6743,0.235619,0,-0,39.6743,0,-0,112.155,90,0
2.42556,112.39,112.39,-0,39.6743,39.6743,0.235619,0,-0,39.6743,0,-0,112.39,90,0
2.43108,112.626,112.626,-0,39.6743,39.6743,0.235619,0,-0,39.6743,0,-0,112.626,90,0
2.43713,112.862,112.862,-0,39.6743,39.6743,0.235619,0,-0,39.6743,0,-0,112.862,90,0
2.44261,113.019,113.019,-0,39.6743,39.6743,0.15708,0,-0,39.6743,0,-0,113.019,90,0
2.44808,113.333,113.333,-0,39.9298,39.9298,0.314159,0,-0,39.9298,0,-0,113.333,90,0
2.45366,113.49,113.49,-0,39.9298,39.9298,0.15708,0,-0,39.9298,0,-0,113.49,90,0
2.45914,113.726,113.726,-0,39.9298,39.9298,0.235619,0,-0,39.9298,0,-0,113.726,90,0
2.46461,113.883,113.883,-0,39.9298,39.9298,0.15708,0,-0,39.9298,0,-0,113.883,90,0
2.47015,114.197,114.197,-0,39.9313,39.9313,0.314159,0,-0,39.9313,0,-0,114.197,90,0
2.47563,114.354,114.354,-0,39.9313,39.9313,0.15708,0,-0,39.9313,0,-0,114.354,90,0
2.48122,114.59,114.59,-0,39.9313,39.9313,0.235619,0,-0,39.9313,0,-0,114.59,90,0
2.48671,114.825,114.825,-0,39.9313,39.9313,0.235619,0,-0,39.9313,0,-0,114.825,90,0
2.49284,115.061,115.061,-0,39.9313,39.9313,0.235619,0,-0,39.9313,0,-0,115.061,90,0
2.50446,115.532,115.532,-0,40.1328,40.1328,0.471239,0,-0,40.1328,0,-0,115.532,90,0
2.51033,115.768,115.768,-0,40.1328,40.1328,0.235619,0,-0,40.1328,0,-0,115.768,90,0
2.51574,116.003,116.003,-0,40.1328,40.1328,0.235619,0,-0,40.1328,0,-0,116.003,90,0
2.52129,116.239,116.239,-0,40.1328,40.1328,0.235619,0,-0,40.1328,0,-0,116.239,90,0
2.52679,116.396,116.396,-0,40.1593,40.1593,0.15708,0,-0,40.1593,0,-0,116.396,90,0
2.53234,116.632,116.632,-0,40.1593,40.1593,0.235619,0,-0,40.1593,0,-0,116.632,90,0
2.5378,116.867,116.867,-0,40.1593,40.1593,0.235619,0,-0,40.1593,0,-0,116.867,90,0
2.54338,117.103,117.103,-0,40.1593,40.1593,0.235619,0,-0,40.1593,0,-0,117.103,90,0
2.54887,117.338,117.338,-0,40.1593,40.1593,0.235619,0,-0,40.1593,0,-0,117.338,90,0
2.55437,117.574,117.574,-0,39.9089,39.9089,0.235619,0,-0,39.9089,0,-0,117.574,90,0
2.55988,117.81,117.81,-0,39.9089,39.9089,0.235619,0,-0,39.9089,0,-0,117.81,90,0
2.56537,118.045,118.045,-0,39.9089,39.9089,0.235619,0,-0,39.9089,0,-0,118.045,90,0
2.57089,118.202,118.202,-0,39.9089,39.9089,0.15708,0,-0,39.9089,0,-0,118.202,90,0
2.57652,118.438,118.438,-0,39.6373,39.6373,0.235619,0,-0,39.6373,0,-0,118.438,90,0
2.58198,118.674,118.674,-0,39.6373,39.6373,0.235619,0,-0,39.6373,0,-0,118.674,90,0
2.58746,118.909,118.909,-0,39.6373,39.6373,0.235619,0,-0,39.6373,0,-0,118.909,90,0
2.59294,119.145,119.145,-0,39.6373,39.6373,0.235619,0,-0,39.6373,0,-0,119.145,90,0
2.59849,119.381,119.381,-0,39.6373,39.6373,0.235619,0,-0,39.6373,0,-0,119.381,90,0
2.60407,119.538,119.538,-0,40.6468,40.6468,0.15708,0,-0,40.6468,0,-0,119.538,90,0
2.60951,119.773,119.773,-0,40.6468,40.6468,0.235619,0,-0,40.6468,0,-0,119.773,90,0
2.61502,119.93,119.93,-0,40.6468,40.6468,0.15708,0,-0,40.6468,0,-0,119.93,90,0
2.62052,120.244,120.244,-0,40.6468,40.6468,0.314159,0,-0,40.6468,0,-0,120.244,90,0
2.62604,120.402,120.402,-0,40.6468,40.6468,0.15708,0,-0,40.6468,0,-0,120.402,90,0
2.63157,120.637,120.637,-0,39.6717,39.6717,0.235619,0,-0,39.6717,0,-0,120.637,90,0
2.63711,120.873,120.873,-0,39.6717,39.6717,0.235619,0,-0,39.6717,0,-0,120.873,90,0
2.64258,121.03,121.03,-0,39.6717,39.6717,0.15708,0,-0,39.6717,0,-0,121.03,90,0
2.64809,121.265,121.265,-0,39.6717,39.6717,0.235619,0,-0,39.6717,0,-0,121.265,90,0
2.65361,121.501,121.501,-0,39.7335,39.7335,0.235619,0,-0,39.7335,0,-0,121.501,90,0
2.65913,121.737,121.737,-0,39.7335,39.7335,0.235619,0,-0,39.7335,0,-0,121.737,90,0
2.66466,121.972,121.972,-0,39.7335,39.7335,0.235619,0,-0,39.7335,0,-0,121.972,90,0
2.67018,122.129,122.129,-0,39.7335,39.7335,0.15708,0,-0,39.7335,0,-0,122.129,90,0
2.67568,122.365,122.365,-0,39.7335,39.7335,0.235619,0,-0,39.7335,0,-0,122.365,90,0
2.68122,122.601,122.601,-0,39.7283,39.7283,0.235619,0,-0,39.7283,0,-0,122.601,90,0
2.68673,122.836,122.836,-0,39.7283,39.7283,0.235619,0,-0,39.7283,0,-0,122.836,90,0
2.69227,123.072,123.072,-0,39.7283,39.7283,0.235619,0,-0,39.7283,0,-0,123.072,90,0
2.69775,123.229,123.229,-0,39.7283,39.7283,0.15708,0,-0,39.7283,0,-0,123.229,90,0
2.70379,123.543,123.543,-0,39.7283,39.7283,0.314159,0,-0,39.7283,0,-0,123.543,90,0
2.70925,123.779,123.779,-0,39.9376,39.9376,0.235619,0,-0,39.9376,0,-0,123.779,90,0
2.71477,124.014,124.014,-0,39.9376,39.9376,0.235619,0,-0,39.9376,0,-0,124.014,90,0
2.72029,124.171,124.171,-0,39.9376,39.9376,0.15708,0,-0,39.9376,0,-0,124.171,90,0
2.7258,124.407,124.407,-0,39.9376,39.9376,0.235619,0,-0,39.9376,0,-0,124.407,90,0
2.73131,124.643,124.643,-0,39.9397,39.9397,0.235619,0,-0,39.9397,0,-0,124.643,90,0
2.73683,124.8,124.8,-0,39.9397,39.9397,0.15708,0,-0,39.9397,0,-0,124.8,90,0
2.74234,125.035,125.035,-0,39.9397,39.9397,0.235619,0,-0,39.9397,0,-0,125.035,90,0
2.74788,125.271,125.271,-0,39.9397,39.9397,0.235619,0,-0,39.9397,0,-0,125.271,90,0
2.7534,125.585,125.585,-0,39.9397,39.9397,0.314159,0,-0,39.9397,0,-0,125.585,90,0
2.75893,125.742,125.742,-0,39.9324,39.9324,0.15708,0,-0,39.9324,0,-0,125.742,90,0
2.7644,125.978,125.978,-0,39.9324,39.9324,0.235619,0,-0,39.9324,0,-0,125.978,90,0
2.76992,126.213,126.213,-0,39.9324,39.9324,0.235619,0,-0,39.9324,0,-0,126.213,90,0
2.77551,126.449,126.449,-0,39.9324,39.9324,0.235619,0,-0,39.9324,0,-0,126.449,90,0
2.78101,126.685,126.685,-0,39.9324,39.9324,0.235619,0,-0,39.9324,0,-0,126.685,90,0
2.78696,126.842,126.842,-0,40.6716,40.6716,0.15708,0,-0,40.6716,0,-0,126.842,90,0
2.79248,127.077,127.077,-0,40.6716,40.6716,0.235619,0,-0,40.6716,0,-0,127.077,90,0
2.79805,127.313,127.313,-0,40.6716,40.6716,0.235619,0,-0,40.6716,0,-0,127.313,90,0
2.80355,127.549,127.549,-0,40.6716,40.6716,0.235619,0,-0,40.6716,0,-0,127.549,90,0
2.8091,127.706,127.706,-0,40.6705,40.6705,0.15708,0,-0,40.6705,0,-0,127.706,90,0
2.81507,127.941,127.941,-0,40.6705,40.6705,0.235619,0,-0,40.6705,0,-0,127.941,90,0
2.82061,128.256,128.256,-0,40.6705,40.6705,0.314159,0,-0,40.6705,0,-0,128.256,90,0
2.82611,128.413,128.413,-0,40.6705,40.6705,0.15708,0,-0,40.6705,0,-0,128.413,90,0
2.83164,128.648,128.648,-0,40.6705,40.6705,0.235619,0,-0,40.6705,0,-0,128.648,90,0
2.83716,128.884,128.884,-0,40.6673,40.6673,0.235619,0,-0,40.6673,0,-0,128.884,90,0
2.84265,129.119,129.119,-0,40.6673,40.6673,0.235619,0,-0,40.6673,0,-0,129.119,90,0
2.84812,129.355,129.355,-0,40.6673,40.6673,0.235619,0,-0,40.6673,0,-0,129.355,90,0
2.85364,129.591,129.591,-0,40.6673,40.6673,0.235619,0,-0,40.6673,0,-0,129.591,90,0
2.85916,129.748,129.748,-0,39.9527,39.9527,0.15708,0,-0,39.9527,0,-0,129.748,90,0
2.86467,129.983,129.983,-0,39.9527,39.9527,0.235619,0,-0,39.9527,0,-0,129.983,90,0
2.87018,130.14,130.14,-0,39.9527,39.9527,0.15708,0,-0,39.9527,0,-0,130.14,90,0
2.87574,130.455,130.455,-0,39.9527,39.9527,0.314159,0,-0,39.9527,0,-0,130.455,90,0
2.88128,130.612,130.612,-0,39.9527,39.9527,0.15708,0,-0,39.9527,0,-0,130.612,90,0
2.8873,130.847,130.847,-0,39.6702,39.6702,0.235619,0,-0,39.6702,0,-0,130.847,90,0
2.89331,131.083,131.083,-0,39.6702,39.6702,0.235619,0,-0,39.6702,0,-0,131.083,90,0
2.8988,131.319,131.319,-0,39.6702,39.6702,0.235619,0,-0,39.6702,0,-0,131.319,90,0
2.90427,131.554,131.554,-0,39.6702,39.6702,0.235619,0,-0,39.6702,0,-0,131.554,90,0
2.90978,131.79,131.79,-0,39.6702,39.6702,0.235619,0,-0,39.6702,0,-0,131.79,90,0
2.91534,131.947,131.947,-0,39.6769,39.6769,0.15708,0,-0,39.6769,0,-0,131.947,90,0
2.92086,132.183,132.183,-0,39.6769,39.6769,0.235619,0,-0,39.6769,0,-0,132.183,90,0
2.92688,132.497,132.497,-0,39.6769,39.6769,0.314159,0,-0,39.6769,0,-0,132.497,90,0
2.93238,132.654,132.654,-0,39.6769,39.6769,0.15708,0,-0,39.6769,0,-0,132.654,90,0
2.93786,132.889,132.889,-0,39.6496,39.6496,0.235619,0,-0,39.6496,0,-0,132.889,90,0
2.94341,133.125,133.125,-0,39.6496,39.6496,0.235619,0,-0,39.6496,0,-0,133.125,90,0
2.94893,133.361,133.361,-0,39.6496,39.6496,0.235619,0,-0,39.6496,0,-0,133.361,90,0
2.95441,133.518,133.518,-0,39.6496,39.6496,0.15708,0,-0,39.6496,0,-0,133.518,90,0
2.95992,133.753,133.753,-0,39.6496,39.6496,0.235619,0,-0,39.6496,0,-0,133.753,90,0
2.96601,133.989,133.989,-0,38.9328,38.9328,0.235619,0,-0,38.9328,0,-0,133.989,90,0
