Entering mode: Disabled
Entering mode: Autonomous
0.394024: Starting autonomous program
0.394024: Starting step 'set motor voltage, duration = 5 seconds, left voltage = -0.25, right voltage = 0.25'
5.397261: Ending step 'set motor voltage, duration = 5 seconds, left voltage = -0.25, right voltage = 0.25'
5.397261: Starting step 'AutoPrintPosition'
Sample 347: Time 4.722055, Positions 0.187555, 0.106251 @ 9.964206
Sample 348: Time 4.737663, Positions 0.187555, 0.106251 @ 22.977650
Sample 349: Time 4.753312, Positions 0.187555, 0.106251 @ 36.037927
Sample 350: Time 4.768910, Positions 0.187555, 0.106251 @ 49.098205
Sample 351: Time 4.784517, Positions 0.187555, 0.106251 @ 62.205434
Sample 352: Time 4.800188, Positions 0.187555, 0.106251 @ 75.406312
Sample 353: Time 4.815813, Positions 0.187555, 0.106251 @ 88.654023
Sample 354: Time 4.831455, Positions 0.187555, 0.106251 @ 101.948603
Sample 355: Time 4.847050, Positions 0.187555, 0.106251 @ 115.289936
Sample 356: Time 4.862703, Positions 0.187555, 0.106251 @ 128.678124
Sample 357: Time 4.878299, Positions 0.187555, 0.106251 @ 142.066313
Sample 358: Time 4.893957, Positions 0.187555, 0.106251 @ 155.548179
Sample 359: Time 4.909529, Positions 0.187555, 0.106251 @ 169.076895
Sample 360: Time 4.925155, Positions 0.187555, 0.106251 @ -177.347569
Sample 361: Time 4.940805, Positions 0.187555, 0.106251 @ -163.725187
Sample 362: Time 4.956465, Positions 0.187555, 0.106251 @ -150.055955
Sample 363: Time 4.972061, Positions 0.187555, 0.106251 @ -136.386724
Sample 364: Time 4.987662, Positions 0.187555, 0.106251 @ -122.670628
Sample 365: Time 5.003333, Positions 0.187555, 0.106251 @ -108.860802
Sample 366: Time 5.019013, Positions 0.187555, 0.106251 @ -95.004101
Sample 367: Time 5.034588, Positions 0.187555, 0.106251 @ -81.147399
Sample 368: Time 5.050224, Positions 0.187555, 0.106251 @ -67.197109
Sample 369: Time 5.065823, Positions 0.187555, 0.106251 @ -53.200042
Sample 370: Time 5.081424, Positions 0.187555, 0.106251 @ -39.202974
Sample 371: Time 5.097049, Positions 0.651819, -0.185631 @ -25.112157
Sample 372: Time 5.112726, Positions 0.130402, -0.015777 @ -10.974496
Sample 373: Time 5.128301, Positions 0.677520, -0.052905 @ 3.210009
Sample 374: Time 5.143929, Positions 0.137985, -0.150977 @ 17.394513
Sample 375: Time 5.159555, Positions 0.137985, -0.150977 @ 31.625873
Sample 376: Time 5.175182, Positions 0.137985, -0.150977 @ 45.904062
Sample 377: Time 5.190809, Positions 0.467295, 0.287463 @ 60.275923
Sample 378: Time 5.206471, Positions 0.257328, -0.219073 @ 74.694675
Sample 379: Time 5.222126, Positions 0.257328, -0.219073 @ 89.160285
Sample 380: Time 5.237733, Positions 0.257328, -0.219073 @ 103.672698
Sample 381: Time 5.253322, Positions 0.257328, -0.219073 @ 118.231881
Sample 382: Time 5.268980, Positions 0.257328, -0.219073 @ 132.837996
Sample 383: Time 5.284610, Positions 0.257328, -0.219073 @ 147.490939
Sample 384: Time 5.300281, Positions 0.257328, -0.219073 @ 162.190797
Sample 385: Time 5.315830, Positions 0.257328, -0.219073 @ 176.937355
Sample 386: Time 5.331482, Positions 0.257328, -0.219073 @ -168.269160
Sample 387: Time 5.347118, Positions 0.257328, -0.219073 @ -153.428837
Sample 388: Time 5.362731, Positions 0.257328, -0.219073 @ -138.541682
Sample 389: Time 5.378367, Positions 0.257328, -0.219073 @ -123.607687
Sample 390: Time 5.393981, Positions 0.257328, -0.219073 @ -108.626861
5.397261: Ending step 'AutoPrintPosition'
robot exceeded the target loop time, target 0.020000, actual 0.635058
Entering mode: Disabled
Entering mode: OperatorControl
Entering mode: Disabled
